"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"1286",15415,2018-03-16,24,23,23,5.43,65.84,2,"male","unempl","full-time","single"
"1287",19229,2018-01-13,19,20,16,6.86,53.12,4,"female","empl","part-time","single"
"1288",52666,2018-04-05,22,17,24,6.14,89.13,3,"male","unempl","full-time","single"
"1289",31083,2018-02-20,20,22,23,5.57,86.41,2,"male","unempl","full-time","single"
"1290",37447,2018-04-05,28,26,22,5.14,65.4,5,"male","unempl","full-time","divorced"
"1291",77009,2018-02-19,27,25,20,5.57,65.47,2,"male","unempl","full-time","divorced"
"1292",67160,2018-05-05,20,21,16,6.71,56.06,5,"female","empl","part-time","single"
"1293",11567,2018-05-14,22,20,22,6,74.85,4,"male","unempl","full-time","single"
"1294",82512,2018-03-01,26,24,16,6.29,42.71,5,"female","empl","part-time","divorced"
"1295",63676,2018-01-22,30,18,21,6.43,68.52,1,"male","unempl","full-time","divorced"
"1296",91445,2018-03-01,23,21,23,5.71,63.63,5,"male","unempl","full-time","single"
"1297",17035,2018-01-29,22,19,14,7.29,37.53,1,"female","empl","part-time","single"
"1298",51651,2018-02-16,26,24,26,4.86,80.2,5,"male","unempl","full-time","divorced"
"1299",26901,2018-05-15,27,23,18,6.14,41.61,2,"female","empl","part-time","divorced"
"1300",82392,2018-05-27,26,23,21,5.71,58.91,3,"male","unempl","full-time","divorced"
"1301",89376,2018-01-12,22,23,13,6.86,30.87,4,"female","empl","part-time","single"
"1302",12170,2018-02-27,27,21,19,6.29,58.29,4,"female","empl","part-time","divorced"
"1303",94615,2018-04-22,30,19,22,6.14,68.4,4,"male","unempl","full-time","divorced"
"1304",46398,2018-04-16,23,19,22,6.14,68.69,2,"male","unempl","full-time","single"
"1305",65716,2018-01-24,34,26,22,5.14,57.39,5,"male","unempl","full-time","divorced"
"1306",92495,2018-01-14,18,14,20,7.14,65.74,1,"male","unempl","full-time","single"
"1307",14521,2018-03-26,29,23,21,5.71,62.53,3,"male","unempl","full-time","divorced"
"1308",22999,2018-04-23,18,28,20,5.14,58.59,3,"male","unempl","full-time","single"
"1309",92103,2018-03-10,29,18,15,7.29,49.93,2,"female","empl","part-time","divorced"
"1310",95402,2018-03-23,24,22,19,6.14,64.26,3,"female","empl","part-time","single"
"1311",54199,2018-02-16,28,24,16,6.29,43.61,2,"female","empl","part-time","divorced"
"1312",23510,2018-01-26,23,22,23,5.57,72.22,2,"male","unempl","full-time","single"
"1313",35467,2018-03-27,25,20,21,6.14,57.95,5,"male","unempl","full-time","single"
"1314",68243,2018-03-15,27,22,20,6,55.89,4,"male","unempl","full-time","divorced"
"1315",13332,2018-01-25,22,12,24,6.86,89.55,4,"male","unempl","full-time","single"
"1316",89336,2018-05-28,19,20,16,6.86,49.21,1,"female","empl","part-time","single"
"1317",13692,2018-04-16,23,21,22,5.86,73,1,"male","unempl","full-time","single"
"1318",34923,2018-03-24,23,23,17,6.29,49.49,2,"female","empl","part-time","single"
"1319",16132,2018-05-28,24,23,20,5.86,58.02,1,"male","unempl","full-time","single"
"1320",25609,2018-05-02,30,29,27,4,70.12,3,"male","unempl","full-time","divorced"
"1321",18557,2018-03-04,34,26,17,5.86,47.51,5,"female","empl","part-time","divorced"
"1322",79417,2018-04-18,25,21,17,6.57,44.32,3,"female","empl","part-time","single"
"1323",96280,2018-05-08,20,24,17,6.14,37.98,4,"female","empl","part-time","single"
"1324",44820,2018-03-25,27,21,13,7.14,35.63,4,"female","empl","part-time","divorced"
"1325",94477,2018-01-18,26,18,20,6.57,60.26,3,"male","unempl","full-time","divorced"
"1326",69231,2018-05-31,21,21,14,7,40.37,4,"female","empl","part-time","single"
"1327",16608,2018-01-05,26,20,25,5.57,78.09,3,"male","unempl","full-time","divorced"
"1328",50030,2018-01-25,26,21,16,6.71,54.49,5,"female","empl","part-time","divorced"
"1329",86474,2018-02-02,29,13,18,7.57,68.38,4,"female","empl","part-time","divorced"
"1330",8846,2018-05-23,30,25,17,6,43.59,1,"female","empl","part-time","divorced"
"1331",27244,2018-05-03,24,22,23,5.57,70.98,4,"male","unempl","full-time","single"
"1332",98040,2018-06-02,32,24,18,6,47.12,3,"female","empl","part-time","divorced"
"1333",74041,2018-05-04,25,25,18,5.86,47.52,1,"female","empl","part-time","single"
"1334",24888,2018-06-03,28,17,18,7,68.88,5,"female","empl","part-time","divorced"
"1335",26968,2018-01-06,20,20,24,5.71,74.02,4,"male","unempl","full-time","single"
"1336",41914,2018-03-19,23,24,19,5.86,57.29,1,"female","empl","part-time","single"
"1337",4723,2018-03-26,27,21,16,6.71,51.79,3,"female","empl","part-time","divorced"
"1338",57720,2018-02-27,28,21,19,6.29,61.13,1,"female","empl","part-time","divorced"
"1339",88233,2018-03-09,25,24,22,5.43,63.47,4,"male","unempl","full-time","single"
"1340",18614,2018-05-25,23,24,19,5.86,53.46,4,"female","empl","part-time","single"
"1341",6203,2018-01-12,26,16,19,7,69.91,5,"female","empl","part-time","divorced"
"1342",777,2018-03-29,25,18,17,7,62.59,1,"female","empl","part-time","single"
"1343",63073,2018-04-19,18,24,20,5.71,57.31,4,"male","unempl","full-time","single"
"1344",52698,2018-05-05,26,24,19,5.86,56.17,3,"female","empl","part-time","divorced"
"1345",25160,2018-02-24,22,14,18,7.43,63.6,1,"female","empl","part-time","single"
"1346",61681,2018-03-10,24,19,27,5.43,77.69,3,"male","unempl","full-time","single"
"1347",97634,2018-03-10,24,23,21,5.71,59.12,2,"male","unempl","full-time","single"
"1348",62183,2018-01-29,30,24,17,6.14,55.13,5,"female","empl","part-time","divorced"
"1349",48737,2018-01-03,31,19,19,6.57,65.89,5,"female","empl","part-time","divorced"
"1350",19791,2018-04-16,28,22,18,6.29,53.53,4,"female","empl","part-time","divorced"
"1351",21627,2018-05-14,21,20,18,6.57,51.65,4,"female","empl","part-time","single"
"1352",8639,2018-05-15,26,19,19,6.57,65.51,4,"female","empl","part-time","divorced"
"1353",23314,2018-04-21,26,23,19,6,61.4,1,"female","empl","part-time","divorced"
"1354",19494,2018-04-01,19,22,24,5.43,76.89,5,"male","unempl","full-time","single"
"1355",52811,2018-04-06,25,21,19,6.29,61.32,1,"female","empl","part-time","single"
"1356",43073,2018-04-14,21,18,18,6.86,61.95,4,"female","empl","part-time","single"
"1357",31465,2018-02-25,29,20,17,6.71,60.72,3,"female","empl","part-time","divorced"
"1358",4010,2018-03-16,17,20,23,5.86,72.75,5,"male","unempl","full-time","single"
"1359",4122,2018-02-24,20,20,17,6.71,48.32,4,"female","empl","part-time","single"
"1360",6672,2018-04-14,25,24,20,5.71,62.06,2,"male","unempl","full-time","single"
"1361",5285,2018-04-04,29,20,19,6.43,61.97,3,"female","empl","part-time","divorced"
"1362",18233,2018-02-03,24,23,22,5.57,63.06,3,"male","unempl","full-time","single"
"1363",58715,2018-02-12,27,24,17,6.14,50.73,5,"female","empl","part-time","divorced"
"1364",43665,2018-01-14,22,22,16,6.57,37.08,2,"female","empl","part-time","single"
"1365",55326,2018-04-22,26,26,18,5.71,52.92,5,"female","empl","part-time","divorced"
"1366",2826,2018-04-30,28,23,23,5.43,68.05,5,"male","unempl","full-time","divorced"
"1367",27276,2018-05-10,28,22,19,6.14,62.96,1,"female","empl","part-time","divorced"
"1368",83516,2018-05-29,21,21,19,6.29,59.75,1,"female","empl","part-time","single"
"1369",27234,2018-05-26,27,18,22,6.29,67.1,4,"male","unempl","full-time","divorced"
"1370",13519,2018-03-20,22,21,20,6.14,67.2,5,"male","unempl","full-time","single"
"1371",65282,2018-02-05,26,16,22,6.57,81.06,4,"male","unempl","full-time","divorced"
"1372",15537,2018-05-09,21,19,22,6.14,67.14,1,"male","unempl","full-time","single"
"1373",31427,2018-03-19,24,19,24,5.86,75.82,3,"male","unempl","full-time","single"
"1374",15071,2018-04-24,30,20,16,6.86,52.66,5,"female","empl","part-time","divorced"
"1375",37988,2018-03-29,25,25,21,5.43,67.88,1,"male","unempl","full-time","single"
"1376",58125,2018-05-11,23,23,21,5.71,52.68,1,"male","unempl","full-time","single"
"1377",33600,2018-01-29,20,25,27,4.57,73.79,5,"male","unempl","full-time","single"
"1378",45211,2018-03-26,29,19,21,6.29,70.99,4,"male","unempl","full-time","divorced"
"1379",39796,2018-04-24,18,24,17,6.14,43.31,4,"female","empl","part-time","single"
"1380",16757,2018-06-04,23,23,24,5.29,69.44,2,"male","unempl","full-time","single"
"1381",54989,2018-04-08,22,17,22,6.43,68.29,5,"male","unempl","full-time","single"
"1382",5763,2018-03-06,27,19,25,5.71,85.93,1,"male","unempl","full-time","single"
"1383",19882,2018-01-31,29,15,17,7.43,60.26,4,"female","empl","part-time","divorced"
"1384",80908,2018-01-27,26,20,22,6,79.26,3,"male","unempl","full-time","divorced"
"1385",82765,2018-02-03,26,27,21,5.14,53.9,4,"male","unempl","full-time","divorced"
"1386",94834,2018-03-24,33,22,22,5.71,70.52,5,"male","unempl","full-time","divorced"
"1387",32126,2018-04-18,20,25,20,5.57,53.2,4,"male","unempl","full-time","single"
"1388",58501,2018-02-09,26,25,20,5.57,52.53,1,"male","unempl","full-time","divorced"
"1389",54945,2018-04-23,23,19,25,5.71,85.16,4,"male","unempl","full-time","single"
"1390",97637,2018-03-03,30,19,13,7.43,37.61,3,"female","empl","part-time","divorced"
"1391",51117,2018-05-26,24,19,22,6.14,80.21,1,"male","unempl","full-time","single"
"1392",45262,2018-02-27,30,21,21,6,69.41,3,"male","unempl","full-time","divorced"
"1393",22005,2018-03-24,21,25,22,5.29,60.2,5,"male","unempl","full-time","single"
"1394",99981,2018-01-23,29,19,20,6.43,63.97,3,"male","unempl","full-time","divorced"
"1395",32586,2018-02-14,27,22,18,6.29,54.63,3,"female","empl","part-time","divorced"
"1396",91045,2018-03-08,26,23,23,5.43,73.51,4,"male","unempl","full-time","divorced"
"1397",75812,2018-04-06,24,21,21,6,67.77,4,"male","unempl","full-time","single"
"1398",9895,2018-01-31,20,23,19,6,52.67,4,"female","empl","part-time","single"
"1399",72660,2018-05-16,25,21,20,6.14,60.03,1,"male","unempl","full-time","single"
"1400",731,2018-04-19,27,17,17,7.14,56.46,3,"female","empl","part-time","divorced"
"1401",87979,2018-03-11,23,22,23,5.57,64.55,5,"male","unempl","full-time","single"
"1402",10134,2018-04-14,26,18,23,6.14,72.27,2,"male","unempl","full-time","divorced"
"1403",58340,2018-02-11,24,18,18,6.86,61.45,2,"female","empl","part-time","single"
"1404",33657,2018-04-18,24,18,20,6.57,59.68,3,"male","unempl","full-time","single"
"1405",37131,2018-04-21,31,19,25,5.71,81.27,1,"male","unempl","full-time","divorced"
"1406",87773,2018-03-02,20,24,14,6.57,47.44,1,"female","empl","part-time","single"
"1407",92004,2018-05-17,25,22,19,6.14,59.98,5,"female","empl","part-time","single"
"1408",40628,2018-02-11,22,19,19,6.57,61.67,5,"female","empl","part-time","single"
"1409",52031,2018-02-18,23,21,23,5.71,73.16,5,"male","unempl","full-time","single"
"1410",8492,2018-04-20,26,22,24,5.43,70.27,1,"male","unempl","full-time","divorced"
"1411",89609,2018-04-15,23,23,18,6.14,54.26,4,"female","empl","part-time","single"
"1412",76488,2018-01-15,21,29,17,5.43,37.05,5,"female","empl","part-time","single"
"1413",56422,2018-01-23,26,15,19,7.14,71.34,3,"female","empl","part-time","divorced"
"1414",87609,2018-05-25,24,21,22,5.86,70.25,3,"male","unempl","full-time","single"
"1415",45521,2018-02-11,28,25,19,5.71,53.37,3,"female","empl","part-time","divorced"
"1416",43631,2018-04-29,19,18,18,6.86,63.07,4,"female","empl","part-time","single"
"1417",19472,2018-05-07,34,22,16,6.57,57.1,5,"female","empl","part-time","divorced"
"1418",37164,2018-01-18,26,25,20,5.57,50.25,5,"male","unempl","full-time","divorced"
"1419",59763,2018-03-17,27,17,18,7,61.08,5,"female","empl","part-time","divorced"
"1420",53631,2018-03-30,26,22,16,6.57,48.71,3,"female","empl","part-time","divorced"
"1421",1178,2018-03-16,29,23,19,6,53.35,5,"female","empl","part-time","divorced"
"1422",98049,2018-05-22,22,20,19,6.43,61.61,4,"female","empl","part-time","single"
"1423",86825,2018-04-15,26,22,17,6.43,56.69,4,"female","empl","part-time","divorced"
"1424",73785,2018-04-03,25,23,25,5.14,69.18,5,"male","unempl","full-time","single"
"1425",80487,2018-01-14,25,22,22,5.71,64.51,3,"male","unempl","full-time","single"
"1426",77285,2018-04-15,30,13,15,8,57.74,2,"female","empl","part-time","divorced"
"1427",72411,2018-01-11,24,19,19,6.57,65.99,2,"female","empl","part-time","single"
"1428",42376,2018-01-12,19,18,21,6.43,62.91,3,"male","unempl","full-time","single"
"1429",59052,2018-03-28,30,21,20,6.14,63.65,1,"male","unempl","full-time","divorced"
"1430",3521,2018-05-24,25,16,21,6.71,64.44,3,"male","unempl","full-time","single"
"1431",69960,2018-05-20,23,27,16,5.86,43.42,3,"female","empl","part-time","single"
"1432",37746,2018-02-20,31,18,17,7,62.5,3,"female","empl","part-time","divorced"
"1433",81727,2018-03-05,26,18,20,6.57,63.2,5,"male","unempl","full-time","divorced"
"1434",60867,2018-02-12,18,19,14,7.29,49.14,2,"female","empl","part-time","single"
"1435",23406,2018-02-27,22,18,20,6.57,73.66,5,"male","unempl","full-time","single"
"1436",22124,2018-04-16,24,25,17,6,47.82,2,"female","empl","part-time","single"
"1437",95680,2018-01-06,31,21,16,6.71,49.53,2,"female","empl","part-time","divorced"
"1438",21421,2018-01-05,29,24,18,6,51.94,1,"female","empl","part-time","divorced"
"1439",90534,2018-01-09,34,23,21,5.71,67.05,4,"male","unempl","full-time","divorced"
"1440",30272,2018-01-26,24,20,17,6.71,60.43,2,"female","empl","part-time","single"
"1441",53729,2018-03-04,32,20,18,6.57,60.49,2,"female","empl","part-time","divorced"
"1442",35324,2018-02-16,24,18,20,6.57,62.46,3,"male","unempl","full-time","single"
"1443",63685,2018-01-06,25,21,19,6.29,58.38,3,"female","empl","part-time","single"
"1444",88920,2018-02-14,21,21,18,6.43,48.92,1,"female","empl","part-time","single"
"1445",91507,2018-03-06,32,29,24,4.43,62,2,"male","unempl","full-time","divorced"
"1446",79318,2018-02-10,25,19,25,5.71,80.18,5,"male","unempl","full-time","single"
"1447",10553,2018-06-02,25,27,23,4.86,65.2,5,"male","unempl","full-time","single"
"1448",54937,2018-02-15,25,21,17,6.57,50.11,5,"female","empl","part-time","single"
"1449",23765,2018-03-10,27,22,16,6.57,56.41,1,"female","empl","part-time","divorced"
"1450",87022,2018-03-15,22,25,21,5.43,58.75,1,"male","unempl","full-time","single"
"1451",79541,2018-05-05,27,20,19,6.43,59.77,4,"female","empl","part-time","divorced"
"1452",57918,2018-02-26,26,19,20,6.43,67.5,3,"male","unempl","full-time","divorced"
"1453",45612,2018-01-27,31,24,26,4.86,70.38,3,"male","unempl","full-time","divorced"
"1454",83503,2018-03-19,20,17,20,6.71,74.58,2,"male","unempl","full-time","single"
"1455",88374,2018-01-05,21,18,21,6.43,68.82,1,"male","unempl","full-time","single"
"1456",12741,2018-03-20,24,20,22,6,70.97,3,"male","unempl","full-time","single"
"1457",357,2018-06-02,24,24,20,5.71,57.5,4,"male","unempl","full-time","single"
"1458",12681,2018-02-13,25,21,19,6.29,59.72,3,"female","empl","part-time","single"
"1459",17988,2018-05-24,21,24,13,6.71,43.66,4,"female","empl","part-time","single"
"1460",97003,2018-02-01,23,23,17,6.29,63.43,4,"female","empl","part-time","single"
"1461",74981,2018-05-17,25,20,21,6.14,59.73,2,"male","unempl","full-time","single"
"1462",85499,2018-01-04,24,16,25,6.14,86.42,2,"male","unempl","full-time","single"
"1463",96756,2018-01-26,23,18,19,6.71,63.72,1,"female","empl","part-time","single"
"1464",2066,2018-05-14,27,21,23,5.71,83,5,"male","unempl","full-time","divorced"
"1465",85704,2018-04-21,32,19,20,6.43,62.39,1,"male","unempl","full-time","divorced"
"1466",44290,2018-01-31,24,23,23,5.43,71.36,3,"male","unempl","full-time","single"
"1467",63752,2018-02-04,22,18,22,6.29,79.2,4,"male","unempl","full-time","single"
"1468",67916,2018-01-26,22,21,21,6,58.02,5,"male","unempl","full-time","single"
"1469",85361,2018-04-21,26,24,18,6,45.6,1,"female","empl","part-time","divorced"
"1470",40428,2018-04-06,23,19,24,5.86,80.52,5,"male","unempl","full-time","single"
"1471",72769,2018-03-29,28,24,18,6,51.36,5,"female","empl","part-time","divorced"
"1472",66446,2018-02-19,23,20,14,7.14,45.88,3,"female","empl","part-time","single"
"1473",35457,2018-01-10,21,24,18,6,50.61,4,"female","empl","part-time","single"
"1474",24166,2018-02-24,24,16,24,6.29,87.94,5,"male","unempl","full-time","single"
"1475",4106,2018-02-04,26,27,19,5.43,42.75,4,"female","empl","part-time","divorced"
"1476",89034,2018-03-10,23,21,20,6.14,63.34,1,"male","unempl","full-time","single"
"1477",95638,2018-01-01,22,17,15,7.43,57.98,3,"female","empl","part-time","single"
"1478",60610,2018-06-07,26,23,8,7.57,26.69,3,"female","empl","part-time","married"
"1479",36462,2018-05-08,25,19,22,6.14,71.16,4,"male","unempl","full-time","single"
"1480",60841,2018-02-08,25,24,22,5.43,58.98,2,"male","unempl","full-time","single"
"1481",57406,2018-04-01,22,14,20,7.14,77.76,1,"male","unempl","full-time","single"
"1482",5885,2018-02-06,25,23,17,6.29,51.57,5,"female","empl","part-time","single"
"1483",94438,2018-05-07,24,18,21,6.43,70.98,1,"male","unempl","full-time","single"
"1484",70603,2018-02-06,20,17,18,7,64.31,5,"female","empl","part-time","single"
"1485",82348,2018-02-15,28,14,20,7.14,75.3,2,"male","unempl","full-time","divorced"
"1486",41240,2018-04-25,25,22,22,5.71,68.18,2,"male","unempl","full-time","single"
"1487",70173,2018-05-20,27,21,21,6,71.48,3,"male","unempl","full-time","divorced"
"1488",32235,2018-04-23,24,20,12,7.43,46.7,5,"female","empl","part-time","single"
"1489",35268,2018-06-01,29,18,26,5.71,84.56,1,"male","unempl","full-time","single"
"1490",18927,2018-01-10,26,22,24,5.43,78.27,2,"male","unempl","full-time","divorced"
"1491",32366,2018-03-17,20,24,20,5.71,56.17,5,"male","unempl","full-time","single"
"1492",28750,2018-05-31,24,19,21,6.29,61.4,4,"male","unempl","full-time","single"
"1493",34427,2018-05-04,26,22,21,5.86,71.05,4,"male","unempl","full-time","divorced"
"1494",48004,2018-02-20,23,24,17,6.14,44.9,3,"female","empl","part-time","single"
"1495",95209,2018-03-19,30,21,23,5.71,74.28,5,"male","unempl","full-time","divorced"
"1496",51596,2018-03-31,23,21,22,5.86,67.17,1,"male","unempl","full-time","single"
"1497",78905,2018-05-23,23,22,18,6.29,56.12,2,"female","empl","part-time","single"
"1498",57217,2018-05-08,21,20,19,6.43,59.77,5,"female","empl","part-time","single"
"1499",62009,2018-02-07,29,20,25,5.57,81.36,5,"male","unempl","full-time","divorced"
"1500",83138,2018-03-22,30,23,23,5.43,70.1,5,"male","unempl","full-time","divorced"
"1501",65343,2018-02-04,23,17,22,6.43,73.29,3,"male","unempl","full-time","single"
"1502",51209,2018-05-16,24,20,20,6.29,65.71,5,"male","unempl","full-time","single"
"1503",32678,2018-01-15,28,24,24,5.14,70.19,5,"male","unempl","full-time","divorced"
"1504",60706,2018-04-06,29,22,23,5.57,64.82,3,"male","unempl","full-time","divorced"
"1505",57271,2018-04-15,24,30,19,5,47.91,1,"female","empl","part-time","single"
"1506",58634,2018-05-04,28,21,19,6.29,56.13,5,"female","empl","part-time","divorced"
"1507",5750,2018-04-02,21,21,23,5.71,64.28,3,"male","unempl","full-time","single"
"1508",72927,2018-05-22,18,20,13,7.29,37.4,4,"female","empl","part-time","single"
"1509",48546,2018-03-06,26,20,19,6.43,60.33,3,"female","empl","part-time","divorced"
"1510",98330,2018-03-07,27,28,18,5.43,40.41,5,"female","empl","part-time","divorced"
"1511",53307,2018-01-11,21,28,23,4.71,57.81,3,"male","unempl","full-time","single"
"1512",4021,2018-02-11,19,23,18,6.14,52.66,5,"female","empl","part-time","single"
"1513",19887,2018-04-04,31,25,19,5.71,58.51,5,"female","empl","part-time","divorced"
"1514",35511,2018-04-14,31,18,17,7,54.09,1,"female","empl","part-time","divorced"
"1515",11437,2018-02-22,26,22,22,5.71,63.72,4,"male","unempl","full-time","divorced"
"1516",54987,2018-03-08,24,19,19,6.57,59.73,2,"female","empl","part-time","single"
"1517",23153,2018-05-17,16,22,20,6,55.35,3,"male","unempl","full-time","single"
"1518",30798,2018-01-04,27,21,18,6.43,51.9,1,"female","empl","part-time","divorced"
"1519",49360,2018-04-07,27,27,21,5.14,50.41,5,"male","unempl","full-time","divorced"
"1520",36828,2018-05-14,19,22,13,7,47.16,1,"female","empl","part-time","single"
"1521",36109,2018-02-13,29,24,22,5.43,58.56,2,"male","unempl","full-time","divorced"
"1522",204,2018-03-13,21,14,17,7.57,62.29,4,"female","empl","part-time","single"
"1523",62418,2018-01-24,22,21,23,5.71,67.99,5,"male","unempl","full-time","single"
"1524",40465,2018-06-02,25,22,22,5.71,67.58,1,"male","unempl","full-time","single"
"1525",34909,2018-05-01,21,15,20,7,79.98,3,"male","unempl","full-time","single"
"1526",60144,2018-04-17,31,29,17,5.43,41.22,3,"female","empl","part-time","divorced"
"1527",48622,2018-02-02,21,18,19,6.71,66.21,4,"female","empl","part-time","single"
"1528",70128,2018-04-12,29,20,18,6.57,64.59,2,"female","empl","part-time","divorced"
"1529",98019,2018-04-15,28,26,18,5.71,49.06,5,"female","empl","part-time","divorced"
"1530",48890,2018-01-04,25,20,19,6.43,65.27,1,"female","empl","part-time","single"
"1531",73786,2018-03-08,27,21,21,6,67,5,"male","unempl","full-time","divorced"
"1532",82844,2018-05-20,31,23,22,5.57,66.33,1,"male","unempl","full-time","divorced"
"1533",54699,2018-02-23,33,21,20,6.14,65.42,3,"male","unempl","full-time","divorced"
"1534",58348,2018-04-12,23,16,21,6.71,89.98,4,"male","unempl","full-time","single"
"1535",15048,2018-04-02,25,18,21,6.43,79.38,3,"male","unempl","full-time","single"
"1536",1812,2018-05-28,22,20,24,5.71,81.71,5,"male","unempl","full-time","single"
"1537",38088,2018-04-07,30,24,17,6.14,46.63,3,"female","empl","part-time","divorced"
"1538",82750,2018-01-21,21,22,22,5.71,63.75,2,"male","unempl","full-time","single"
"1539",19443,2018-02-13,23,16,24,6.29,80.85,3,"male","unempl","full-time","single"
"1540",70786,2018-03-22,27,20,19,6.43,61.02,4,"female","empl","part-time","divorced"
"1541",85832,2018-04-24,27,24,12,6.86,24.51,1,"female","empl","part-time","married"
"1542",21989,2018-04-14,28,21,19,6.29,60.95,4,"female","empl","part-time","divorced"
"1543",40012,2018-04-07,28,20,11,7.57,40.27,4,"female","empl","part-time","divorced"
"1544",33279,2018-01-11,24,16,23,6.43,82.78,3,"male","unempl","full-time","single"
"1545",27743,2018-05-24,33,21,21,6,55.93,4,"male","unempl","full-time","divorced"
"1546",97719,2018-04-24,23,22,19,6.14,58.01,3,"female","empl","part-time","single"
"1547",63406,2018-01-12,27,23,19,6,54.65,2,"female","empl","part-time","divorced"
"1548",2829,2018-01-23,25,22,18,6.29,62.6,2,"female","empl","part-time","single"
"1549",27968,2018-01-20,24,26,19,5.57,49.5,5,"female","empl","part-time","single"
"1550",80181,2018-04-02,34,20,25,5.57,79.58,3,"male","unempl","full-time","divorced"
"1551",66807,2018-03-18,21,27,19,5.43,46.87,1,"female","empl","part-time","single"
"1552",18270,2018-04-01,23,16,22,6.57,83.43,4,"male","unempl","full-time","single"
"1553",2860,2018-03-31,26,21,20,6.14,66.87,5,"male","unempl","full-time","divorced"
"1554",84257,2018-02-02,24,17,22,6.43,79.31,5,"male","unempl","full-time","single"
"1555",57171,2018-05-11,27,18,22,6.29,72.42,1,"male","unempl","full-time","divorced"
"1556",19243,2018-06-02,21,26,19,5.57,41.57,2,"female","empl","part-time","single"
"1557",46046,2018-02-24,28,22,24,5.43,73.11,4,"male","unempl","full-time","divorced"
"1558",35230,2018-04-26,28,22,19,6.14,54.05,5,"female","empl","part-time","divorced"
"1559",6455,2018-02-15,23,19,16,7,55,3,"female","empl","part-time","single"
"1560",91809,2018-02-14,18,24,19,5.86,49.77,2,"female","empl","part-time","single"
"1561",48769,2018-05-28,21,24,17,6.14,51.53,4,"female","empl","part-time","single"
"1562",21050,2018-02-19,22,21,15,6.86,51.09,2,"female","empl","part-time","single"
"1563",12320,2018-02-20,27,20,15,7,55.83,5,"female","empl","part-time","divorced"
"1564",72585,2018-02-26,25,23,26,5,80.34,1,"male","unempl","full-time","single"
"1565",53779,2018-02-05,24,21,21,6,65.37,5,"male","unempl","full-time","single"
"1566",47209,2018-04-11,28,24,16,6.29,51.43,2,"female","empl","part-time","divorced"
"1567",62587,2018-01-25,29,21,20,6.14,49.18,2,"male","unempl","full-time","divorced"
"1568",26588,2018-03-31,23,17,21,6.57,85.86,5,"male","unempl","full-time","single"
"1569",69669,2018-01-24,27,17,17,7.14,58.84,2,"female","empl","part-time","divorced"
"1570",53388,2018-02-15,33,21,20,6.14,64.2,3,"male","unempl","full-time","divorced"
"1571",29746,2018-02-11,19,19,19,6.57,58.42,3,"female","empl","part-time","single"
"1572",33603,2018-06-05,19,18,19,6.71,70.57,5,"female","empl","part-time","single"
"1573",88818,2018-05-26,33,19,18,6.71,63.89,3,"female","empl","part-time","divorced"
"1574",85314,2018-05-02,25,18,22,6.29,73.46,3,"male","unempl","full-time","single"
"1575",81669,2018-03-16,26,19,25,5.71,83.3,1,"male","unempl","full-time","divorced"
"1576",59770,2018-03-21,28,20,21,6.14,66.46,1,"male","unempl","full-time","divorced"
"1577",45422,2018-03-17,29,25,18,5.86,51.09,4,"female","empl","part-time","divorced"
"1578",54538,2018-01-11,21,21,17,6.57,45.97,2,"female","empl","part-time","single"
"1579",64296,2018-04-20,24,21,22,5.86,65.42,5,"male","unempl","full-time","single"
"1580",85073,2018-03-08,27,17,27,5.71,78.95,1,"male","unempl","full-time","divorced"
"1581",92307,2018-04-07,27,18,16,7.14,50.59,5,"female","empl","part-time","divorced"
"1582",656,2018-05-24,19,26,24,4.86,62.63,1,"male","unempl","full-time","single"
"1583",63389,2018-03-18,22,19,25,5.71,76.16,4,"male","unempl","full-time","single"
"1584",38091,2018-03-16,26,24,16,6.29,44.38,3,"female","empl","part-time","divorced"
"1585",12769,2018-06-05,27,21,21,6,59.69,2,"male","unempl","full-time","divorced"
"1586",63643,2018-05-18,24,22,21,5.86,67.49,5,"male","unempl","full-time","single"
"1587",41555,2018-04-05,27,15,23,6.57,78.32,4,"male","unempl","full-time","divorced"
"1588",14577,2018-04-23,30,15,17,7.43,69.91,1,"female","empl","part-time","divorced"
"1589",38944,2018-02-05,28,18,19,6.71,67.34,4,"female","empl","part-time","divorced"
"1590",26123,2018-02-28,19,25,26,4.71,78.47,5,"male","unempl","full-time","single"
"1591",34269,2018-06-04,20,20,23,5.86,70.65,4,"male","unempl","full-time","single"
"1592",68328,2018-04-24,25,15,16,7.57,64.02,5,"female","empl","part-time","single"
"1593",49888,2018-02-05,25,22,23,5.57,67.35,5,"male","unempl","full-time","single"
"1594",8590,2018-02-15,27,20,19,6.43,56.83,2,"female","empl","part-time","divorced"
"1595",37931,2018-04-22,20,22,18,6.29,58.82,3,"female","empl","part-time","single"
"1596",96982,2018-03-26,23,17,24,6.14,80.15,1,"male","unempl","full-time","single"
"1597",86414,2018-01-02,32,23,17,6.29,49.89,1,"female","empl","part-time","divorced"
"1598",61305,2018-01-19,23,21,17,6.57,60.7,5,"female","empl","part-time","single"
"1599",97664,2018-01-14,27,22,17,6.43,45.05,5,"female","empl","part-time","divorced"
"1600",84975,2018-04-05,31,22,18,6.29,59.72,5,"female","empl","part-time","divorced"
"1601",26043,2018-05-15,29,22,20,6,54.9,1,"male","unempl","full-time","divorced"
